,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
11651,JZI,Airlines,Online,Value Plan,No,15,HONG KONG,36.0,12.6,38
11652,JZI,Airlines,Online,Value Plan,No,16,CHINA,45.0,15.75,40
11657,C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,22.2,5.55,27
11658,C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,32.25,8.06,34
11659,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,NETHERLANDS,49.5,29.7,54
11661,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11,AUSTRALIA,29.7,17.82,42
11665,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,THAILAND,39.6,23.76,49
11669,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,JAPAN,29.7,17.82,31
11670,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,INDONESIA,29.7,17.82,38
11676,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,MALAYSIA,49.5,29.7,58
11680,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,AUSTRALIA,79.2,47.52,40
11681,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,GREECE,29.7,17.82,50
11693,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,MALAYSIA,40.0,0.0,36
11694,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,INDONESIA,20.0,0.0,48
11703,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,HONG KONG,28.0,0.0,36
11704,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,"TAIWAN, PROVINCE OF CHINA",21.0,0.0,50
11709,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,THAILAND,29.0,0.0,36
11712,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,40.0,0.0,31
11715,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,THAILAND,20.0,0.0,26
11716,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,VIET NAM,20.0,0.0,29
11717,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,INDONESIA,34.0,0.0,30
11718,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,HONG KONG,58.0,0.0,36
11719,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,THAILAND,20.0,0.0,32
11720,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,HONG KONG,41.0,0.0,36
11721,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,THAILAND,98.0,0.0,36
11722,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,31.0,0.0,46
11734,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,INDONESIA,20.0,0.0,29
11736,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,HONG KONG,27.0,0.0,36
11743,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,31.0,0.0,46
11746,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,VIET NAM,36.0,0.0,39
11748,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,CHINA,37.0,0.0,36
11751,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,"TAIWAN, PROVINCE OF CHINA",48.0,0.0,36
11752,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,23,MYANMAR,30.0,0.0,36
11754,EPX,Travel Agency,Online,Cancellation Plan,No,11,INDIA,12.0,0.0,36
11757,EPX,Travel Agency,Online,Cancellation Plan,No,14,MALAYSIA,10.0,0.0,32
11758,EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,24.0,0.0,36
11759,EPX,Travel Agency,Online,Cancellation Plan,No,11,VIET NAM,22.0,0.0,36
11763,EPX,Travel Agency,Online,Cancellation Plan,No,18,"TANZANIA, UNITED REPUBLIC OF",80.0,0.0,36
11765,EPX,Travel Agency,Online,Cancellation Plan,No,3,CAMBODIA,23.0,0.0,36
11768,EPX,Travel Agency,Online,Cancellation Plan,No,9,SINGAPORE,13.0,0.0,55
11771,EPX,Travel Agency,Online,Cancellation Plan,No,22,SINGAPORE,66.0,0.0,39
11772,EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,17.0,0.0,29
11773,EPX,Travel Agency,Online,Cancellation Plan,No,8,INDONESIA,10.0,0.0,67
11777,EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,22.0,0.0,40
11780,EPX,Travel Agency,Online,Cancellation Plan,No,10,"TAIWAN, PROVINCE OF CHINA",18.0,0.0,36
11781,EPX,Travel Agency,Online,Cancellation Plan,No,22,MYANMAR,10.0,0.0,36
11786,EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,54.0,0.0,44
11790,EPX,Travel Agency,Online,Cancellation Plan,No,10,INDONESIA,11.0,0.0,27
11795,EPX,Travel Agency,Online,Cancellation Plan,No,15,HONG KONG,22.0,0.0,36
11797,EPX,Travel Agency,Online,Cancellation Plan,No,13,"TAIWAN, PROVINCE OF CHINA",42.0,0.0,36
11799,EPX,Travel Agency,Online,Cancellation Plan,No,23,HONG KONG,16.0,0.0,21
11800,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10.0,0.0,30
11802,EPX,Travel Agency,Online,Cancellation Plan,No,22,CAMBODIA,12.0,0.0,36
11803,EPX,Travel Agency,Online,Cancellation Plan,No,3,PHILIPPINES,10.0,0.0,24
11806,EPX,Travel Agency,Online,Cancellation Plan,No,9,SINGAPORE,10.0,0.0,28
11811,EPX,Travel Agency,Online,Cancellation Plan,No,17,AUSTRALIA,72.0,0.0,36
11813,EPX,Travel Agency,Online,Cancellation Plan,No,8,CANADA,57.0,0.0,26
11814,EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,10.0,0.0,65
11815,EPX,Travel Agency,Online,Cancellation Plan,No,28,SINGAPORE,42.0,0.0,36
11817,EPX,Travel Agency,Online,Cancellation Plan,No,24,THAILAND,13.0,0.0,44
11818,EPX,Travel Agency,Online,Cancellation Plan,No,17,VIET NAM,11.0,0.0,36
11822,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,11.0,0.0,39
11824,EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,10.0,0.0,34
11825,EPX,Travel Agency,Online,Cancellation Plan,No,21,PHILIPPINES,15.0,0.0,36
11826,EPX,Travel Agency,Online,Cancellation Plan,No,11,INDONESIA,16.0,0.0,49
11830,EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,13.0,0.0,59
11831,EPX,Travel Agency,Online,Cancellation Plan,No,8,VIET NAM,21.0,0.0,36
11832,EPX,Travel Agency,Online,Cancellation Plan,No,12,VIET NAM,13.0,0.0,36
11834,EPX,Travel Agency,Online,Cancellation Plan,No,23,VIET NAM,10.0,0.0,36
11836,EPX,Travel Agency,Online,Cancellation Plan,No,10,THAILAND,27.0,0.0,51
11837,EPX,Travel Agency,Online,Cancellation Plan,No,22,VIET NAM,12.0,0.0,36
11840,EPX,Travel Agency,Online,Cancellation Plan,No,5,"KOREA, REPUBLIC OF",14.0,0.0,36
11841,EPX,Travel Agency,Online,Cancellation Plan,No,9,THAILAND,20.0,0.0,65
11842,EPX,Travel Agency,Online,Cancellation Plan,No,6,PHILIPPINES,20.0,0.0,36
11844,EPX,Travel Agency,Online,Cancellation Plan,No,18,THAILAND,23.0,0.0,36
11846,EPX,Travel Agency,Online,Cancellation Plan,No,8,PHILIPPINES,26.0,0.0,36
11848,EPX,Travel Agency,Online,Cancellation Plan,No,3,CHINA,25.0,0.0,36
11849,EPX,Travel Agency,Online,Cancellation Plan,No,28,MALAYSIA,10.0,0.0,36
11850,EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,10.0,0.0,29
11855,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,INDONESIA,25.0,0.0,36
11858,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,SINGAPORE,20.0,0.0,60
11859,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,16,SINGAPORE,20.0,0.0,36
11861,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,CHINA,26.0,0.0,36
11862,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,18,SINGAPORE,20.0,0.0,36
11865,KML,Travel Agency,Online,Premier Plan,No,3,INDONESIA,29.0,11.02,48
11870,SSI,Airlines,Online,Ticket Protector,No,14,SINGAPORE,4.63,1.3,48
11871,JZI,Airlines,Online,Basic Plan,No,17,MALAYSIA,22.0,7.7,66
11872,JZI,Airlines,Online,Basic Plan,No,11,CHINA,22.0,7.7,67
11873,JZI,Airlines,Online,Basic Plan,No,17,HONG KONG,26.0,9.1,36
11874,JZI,Airlines,Online,Basic Plan,No,16,THAILAND,22.0,7.7,40
11875,JZI,Airlines,Online,Basic Plan,No,15,THAILAND,22.0,7.7,44
11877,JZI,Airlines,Online,Basic Plan,No,21,CHINA,35.0,12.25,68
11878,JZI,Airlines,Online,Basic Plan,No,10,HONG KONG,35.0,12.25,54
11879,JZI,Airlines,Online,Basic Plan,No,6,HONG KONG,22.0,7.7,64
11880,JZI,Airlines,Online,Basic Plan,No,18,"KOREA, REPUBLIC OF",35.0,12.25,46
11881,JZI,Airlines,Online,Basic Plan,No,20,CHINA,44.0,15.4,39
11882,JZI,Airlines,Online,Basic Plan,No,16,THAILAND,22.0,7.7,39
11887,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18.0,6.3,49
11889,JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,22.0,7.7,43
11891,JZI,Airlines,Online,Basic Plan,No,18,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,49
11895,JZI,Airlines,Online,Basic Plan,No,7,HONG KONG,22.0,7.7,22
11896,JZI,Airlines,Online,Basic Plan,No,14,THAILAND,22.0,7.7,38
11899,JZI,Airlines,Online,Value Plan,No,29,SWEDEN,125.0,43.75,51
11910,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,35.25,8.81,30
11911,C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,30.0,7.5,33
11912,C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,41.0,10.25,61
11914,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,MALAYSIA,19.8,11.88,50
11915,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,GREECE,9.9,5.94,38
11916,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,19.8,11.88,26
11917,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,UNITED KINGDOM,69.3,41.58,31
11919,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,19.8,11.88,31
11923,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,AUSTRALIA,19.8,11.88,31
11925,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,PHILIPPINES,19.8,11.88,38
11927,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24,AUSTRALIA,158.4,95.04,53
11928,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,"KOREA, REPUBLIC OF",29.7,17.82,48
11929,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,NEW ZEALAND,49.5,29.7,36
11930,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,PHILIPPINES,55.0,0.0,36
11937,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,HONG KONG,27.0,0.0,36
11938,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,HONG KONG,30.0,0.0,36
11940,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,"KOREA, REPUBLIC OF",86.0,0.0,36
11941,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,"KOREA, REPUBLIC OF",26.0,0.0,36
11944,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,CAMBODIA,44.0,0.0,36
11947,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,CHINA,26.0,0.0,36
11949,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CAMBODIA,23.0,0.0,36
11950,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,MALAYSIA,20.0,0.0,36
11955,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,MYANMAR,20.0,0.0,21
11958,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,112.0,0.0,36
11961,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,"TAIWAN, PROVINCE OF CHINA",50.0,0.0,36
11966,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,INDONESIA,66.0,0.0,32
11969,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,THAILAND,38.0,0.0,47
11972,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,MALAYSIA,54.0,0.0,36
11977,EPX,Travel Agency,Online,Cancellation Plan,No,27,AUSTRALIA,40.0,0.0,35
11980,EPX,Travel Agency,Online,Cancellation Plan,No,12,VIET NAM,40.0,0.0,36
11982,EPX,Travel Agency,Online,Cancellation Plan,No,19,INDIA,23.0,0.0,36
11983,EPX,Travel Agency,Online,Cancellation Plan,No,16,"KOREA, REPUBLIC OF",22.0,0.0,36
11984,EPX,Travel Agency,Online,Cancellation Plan,No,16,THAILAND,26.0,0.0,31
11986,EPX,Travel Agency,Online,Cancellation Plan,No,15,SINGAPORE,11.0,0.0,36
11987,EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,36.0,0.0,36
11988,EPX,Travel Agency,Online,Cancellation Plan,No,7,SINGAPORE,10.0,0.0,60
11990,EPX,Travel Agency,Online,Cancellation Plan,No,21,SINGAPORE,24.0,0.0,36
11991,EPX,Travel Agency,Online,Cancellation Plan,No,3,KUWAIT,25.0,0.0,36
11994,EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,11.0,0.0,44
11996,EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED KINGDOM,13.0,0.0,36
12000,EPX,Travel Agency,Online,Cancellation Plan,No,19,VIET NAM,16.0,0.0,21
12001,EPX,Travel Agency,Online,Cancellation Plan,No,24,CAMBODIA,13.0,0.0,36
12004,EPX,Travel Agency,Online,Cancellation Plan,No,13,GERMANY,28.0,0.0,36
12005,EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,18.0,0.0,36
12006,EPX,Travel Agency,Online,Cancellation Plan,No,18,MALAYSIA,10.0,0.0,39
12007,EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,13.0,0.0,53
12009,EPX,Travel Agency,Online,Cancellation Plan,No,29,SINGAPORE,18.0,0.0,36
12011,EPX,Travel Agency,Online,Cancellation Plan,No,2,"TAIWAN, PROVINCE OF CHINA",15.0,0.0,36
12014,EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10.0,0.0,31
12016,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,12.0,0.0,36
12017,EPX,Travel Agency,Online,Cancellation Plan,No,8,"KOREA, REPUBLIC OF",24.0,0.0,36
12021,EPX,Travel Agency,Online,Cancellation Plan,No,23,PHILIPPINES,14.0,0.0,36
12023,EPX,Travel Agency,Online,Cancellation Plan,No,16,UNITED STATES,69.0,0.0,36
12024,EPX,Travel Agency,Online,Cancellation Plan,No,10,INDONESIA,15.0,0.0,36
12028,EPX,Travel Agency,Online,Cancellation Plan,No,8,MALAYSIA,30.0,0.0,36
12029,EPX,Travel Agency,Online,Cancellation Plan,No,17,SINGAPORE,33.0,0.0,36
12040,EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,20.0,0.0,48
12042,EPX,Travel Agency,Online,Cancellation Plan,No,24,THAILAND,10.0,0.0,32
12044,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17,SINGAPORE,66.0,0.0,36
12047,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,SRI LANKA,20.0,0.0,31
12048,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,16,JAPAN,42.0,0.0,54
12050,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,17,THAILAND,20.0,0.0,47
12053,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15.0,6.0,69
12057,RAB,Airlines,Online,Value Plan,No,2,MALAYSIA,15.0,6.0,58
12062,JZI,Airlines,Online,Basic Plan,No,14,HONG KONG,26.0,9.1,47
12065,JZI,Airlines,Online,Basic Plan,No,22,CHINA,40.0,14.0,25
12067,JZI,Airlines,Online,Basic Plan,No,16,CHINA,44.0,15.4,58
12069,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,18.0,6.3,38
12070,JZI,Airlines,Online,Basic Plan,No,15,CHINA,26.0,9.1,67
12073,JZI,Airlines,Online,Basic Plan,No,20,THAILAND,30.0,10.5,63
12075,JZI,Airlines,Online,Basic Plan,No,14,MALAYSIA,33.0,11.55,45
12077,JZI,Airlines,Online,Value Plan,No,7,THAILAND,26.0,9.1,44
12078,JZI,Airlines,Online,Value Plan,No,16,THAILAND,56.0,19.6,48
12084,ART,Airlines,Online,24 Protect,No,29,THAILAND,4.43,1.55,48
12086,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,25.5,6.38,33
12087,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,25.5,6.38,42
12089,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,"KOREA, REPUBLIC OF",39.6,23.76,31
12090,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,MALAYSIA,29.7,17.82,39
12091,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,NEW ZEALAND,9.9,5.94,36
12096,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,AUSTRALIA,39.6,23.76,41
12097,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,19.8,11.88,29
12099,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,THAILAND,29.7,17.82,51
12101,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,MALAYSIA,29.7,17.82,34
12104,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,THAILAND,49.5,29.7,66
12107,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,THAILAND,29.7,17.82,41
12111,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,SOUTH AFRICA,89.1,53.46,53
12112,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,AUSTRALIA,69.3,41.58,33
12114,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,MALAYSIA,29.7,17.82,51
12116,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,HONG KONG,20.0,0.0,47
12117,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,MALAYSIA,20.0,0.0,38
12118,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,INDONESIA,20.0,0.0,57
12121,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,CAMBODIA,24.0,0.0,36
12125,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,THAILAND,20.0,0.0,40
12126,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,22.0,0.0,50
12128,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,INDONESIA,20.0,0.0,51
12129,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,UNITED STATES,81.0,0.0,49
12130,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,MALAYSIA,20.0,0.0,26
12131,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,SINGAPORE,36.0,0.0,24
12132,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,INDONESIA,22.0,0.0,36
12134,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,HONG KONG,40.0,0.0,36
12136,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,HONG KONG,43.0,0.0,36
12139,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,SINGAPORE,25.0,0.0,36
12140,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,INDONESIA,20.0,0.0,36
12146,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,VIET NAM,42.0,0.0,36
12147,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,INDONESIA,20.0,0.0,54
12155,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,MALAYSIA,20.0,0.0,36
12157,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,THAILAND,32.0,0.0,28
12160,EPX,Travel Agency,Online,Cancellation Plan,No,15,AUSTRALIA,37.0,0.0,36
12161,EPX,Travel Agency,Online,Cancellation Plan,No,5,AUSTRALIA,80.0,0.0,36
12166,EPX,Travel Agency,Online,Cancellation Plan,No,10,INDONESIA,17.0,0.0,62
12168,EPX,Travel Agency,Online,Cancellation Plan,No,25,INDONESIA,27.0,0.0,22
12172,EPX,Travel Agency,Online,Cancellation Plan,No,13,AUSTRALIA,37.0,0.0,36
12173,EPX,Travel Agency,Online,Cancellation Plan,No,25,INDONESIA,13.0,0.0,27
12176,EPX,Travel Agency,Online,Cancellation Plan,No,6,INDIA,10.0,0.0,65
12177,EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,10.0,0.0,36
12178,EPX,Travel Agency,Online,Cancellation Plan,No,26,HONG KONG,15.0,0.0,36
12181,EPX,Travel Agency,Online,Cancellation Plan,No,26,HONG KONG,28.0,0.0,36
12182,EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,15.0,0.0,36
12184,EPX,Travel Agency,Online,Cancellation Plan,No,12,THAILAND,27.0,0.0,55
12185,EPX,Travel Agency,Online,Cancellation Plan,No,22,BRAZIL,57.0,0.0,36
12196,EPX,Travel Agency,Online,Cancellation Plan,No,6,VIET NAM,16.0,0.0,54
12197,EPX,Travel Agency,Online,Cancellation Plan,No,2,VIET NAM,13.0,0.0,28
12200,EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,21.0,0.0,36
12201,EPX,Travel Agency,Online,Cancellation Plan,No,12,UKRAINE,80.0,0.0,36
12202,EPX,Travel Agency,Online,Cancellation Plan,No,12,THAILAND,40.0,0.0,36
12210,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,26.0,0.0,36
12212,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,14,CHINA,23.0,0.0,36
12214,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,MYANMAR,20.0,0.0,36
12216,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,7,VIET NAM,20.0,0.0,36
12217,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,"KOREA, REPUBLIC OF",23.0,0.0,36
12218,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,SINGAPORE,25.0,0.0,36
12222,RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,15.0,6.0,52
12225,SSI,Airlines,Online,Ticket Protector,No,7,SINGAPORE,1.09,0.31,48
12226,JZI,Airlines,Online,Basic Plan,No,10,CHINA,26.0,9.1,33
12227,JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,22.0,7.7,45
12229,JZI,Airlines,Online,Basic Plan,No,9,GUINEA,49.0,17.15,35
12235,JZI,Airlines,Online,Basic Plan,No,20,MALAYSIA,22.0,7.7,33
12238,JZI,Airlines,Online,Value Plan,No,7,GERMANY,87.0,30.45,57
12239,JZI,Airlines,Online,Value Plan,No,17,JAPAN,45.0,15.75,53
12242,ART,Airlines,Online,Value Plan,No,6,CHINA,32.0,11.2,45
12243,ART,Airlines,Online,24 Protect,No,28,PHILIPPINES,23.47,8.21,48
12245,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,20.25,5.06,39
12246,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,53.25,13.31,33
12247,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,27.0,6.75,28
12248,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,MALAYSIA,29.7,17.82,46
12249,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,49.5,29.7,38
12251,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,UNITED KINGDOM,69.3,41.58,30
12252,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,AUSTRALIA,79.2,47.52,49
12254,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED STATES,9.9,5.94,43
12256,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,29.7,17.82,66
12257,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,NEW ZEALAND,39.6,23.76,32
12258,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,ITALY,79.2,47.52,43
12260,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,MALAYSIA,49.5,29.7,31
12262,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,MALAYSIA,19.8,11.88,36
12264,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,UNITED STATES,59.4,35.64,39
12265,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,GERMANY,49.5,29.7,45
12266,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24,AUSTRALIA,89.1,53.46,59
12267,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,GERMANY,59.4,35.64,31
12268,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,AUSTRALIA,39.6,23.76,63
12271,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,AUSTRALIA,19.8,11.88,31
12273,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,29.7,17.82,37
12276,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,JAPAN,19.8,11.88,38
12280,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,6,MALAYSIA,39.6,23.76,41
12281,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,AUSTRALIA,49.5,29.7,40
12282,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,59.4,35.64,47
12284,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,3,"KOREA, REPUBLIC OF",19.8,11.88,32
12285,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,15,MALAYSIA,29.7,17.82,49
12286,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,CHINA,42.0,0.0,36
12300,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,THAILAND,30.0,0.0,36
12303,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,MYANMAR,49.0,0.0,36
12304,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,"TAIWAN, PROVINCE OF CHINA",40.0,0.0,36
12308,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,THAILAND,35.0,0.0,27
12309,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,CHINA,55.0,0.0,36
12314,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,AUSTRALIA,43.0,0.0,36
12317,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,35.0,0.0,36
12321,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,UNITED KINGDOM,88.0,0.0,36
12324,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,INDONESIA,99.0,0.0,20
